metric_id,source_order,source_id,variable_code,variable_name,driver_code,driver_name,barrier_grouping,variable_weight,assessment_item,report_metric_label,what_this_checks,option_1,option_2,option_3,option_4,option_5,na_option,question_type,report_feed,source
R01.12,83,G83,R01,"Context, legal route & compliance",D01,Operating context and safety,"B1 - Context, Eligibility & Compliance",,"We have a written view of the main legal, civic-space, banking, safety, or visibility risks that could affect a funder’s decision.",Safe public positioning and visibility posture,"Checks whether context risk is documented clearly enough to guide route choice, evidence sharing and funder selection.",1 — No current risk view exists or risks are discussed only informally,2 — Risks are known by a few people but not written or updated,"3 — A risk view exists, but it does not yet guide funder choices consistently","4 — Risks are documented and mostly guide route, evidence and visibility decisions","5 — Risk analysis is current, shared with the right people, and actively used before applying",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R01.13,84,G84,R01,"Context, legal route & compliance",D02,Legal and receiving route,"B1 - Context, Eligibility & Compliance",,"We know which registration, fiscal-host, intermediary, or partner route is safest for different types of grants.",Board authorisation and sign-off evidence,"Checks whether the receiving route is matched to funder type, legal status, banking practicality and safety.",1 — No safe receiving route is clear for most grants,"2 — A route is assumed, but it has not been checked against funder requirements","3 — Some routes are usable, but route choice still depends on last-minute negotiation",4 — The safest receiving route is mostly clear for priority funders,"5 — Direct, fiscal-host, intermediary or partner routes are verified and selected before proposal work begins",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R01.14,85,G85,R01,"Context, legal route & compliance",D02,Legal and receiving route,"B1 - Context, Eligibility & Compliance",,"We know what identity, registration, tax, bank, and compliance documents each priority route will require.",Legal signatory and contracting clarity,Checks whether due-diligence requirements are known before the organisation chooses a route or applies.,1 — Document requirements are mostly unknown until a funder asks,2 — Requirements are guessed from past applications or general templates,"3 — Basic requirements are known, but route-specific gaps remain",4 — Requirements are mostly mapped for priority routes with minor gaps,5 — Route-specific requirements are verified before applications are started,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R01.15,86,G86,R01,"Context, legal route & compliance",D01,Operating context and safety,"B1 - Context, Eligibility & Compliance",,We know when direct public visibility would help funding and when it would create risk.,Partner or coalition agreement readiness,"Checks whether the organisation can choose between public proof, private proof, anonymised proof and trusted-route verification.",1 — Public visibility choices are not assessed for safety or funder value,2 — Visibility is handled case by case without a clear position,"3 — Some visibility decisions are safe, but the approach is inconsistent",4 — Visibility choices are mostly guided by safety and funder confidence,"5 — Public, private, anonymised and intermediary proof routes are clearly chosen before sharing",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R01.16,87,G87,R01,"Context, legal route & compliance",D01,Operating context and safety,"B1 - Context, Eligibility & Compliance",,"We can explain contextual constraints without making our organisation sound weak, risky, or incapable.",Data protection and consent compliance,Checks whether the context narrative is funder-ready and protects the value of the work.,"1 — Context is either hidden, over-explained, or presented in a way that weakens confidence",2 — Context is explained informally but not yet framed as a route and safety issue,"3 — Context is described, but the funding implication is not always clear","4 — Context is mostly framed as a routing, evidence and protection issue",5 — Context is clearly framed as a funding design issue without diminishing the work,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R01.17,88,G88,R01,"Context, legal route & compliance",D02,Legal and receiving route,"B1 - Context, Eligibility & Compliance",,"Before applying, we check whether the funder can legally and practically send money through the route we would need.",Receiving-route contingency planning,"Checks whether eligibility includes transfer and route feasibility, not only thematic or geographic fit.",1 — Transfer feasibility is usually checked only after interest is shown,2 — We assume transfer will work if the funder likes the work,"3 — Transfer feasibility is checked sometimes, but not consistently before writing",4 — Transfer feasibility is usually checked before serious proposal effort,"5 — Legal, banking and transfer feasibility are verified before priority applications are started",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Context, legal route & compliance; B1 Context, Eligibility & Compliance; Opportunity; Eligibility; Due Diligence",Framework gap-fill — missing dimension item added
R02.08,89,G89,R02,Funder intelligence & timing,D03,Funder market intelligence,B2 - Funding Intelligence & System Discipline,,"We maintain a short priority list of funders that are active now, not only funders that funded similar work in the past.",Risk appetite and evidence expectation check,Checks whether the funder map is current enough to guide effort.,"1 — The funder list is old, informal, or mostly based on memory","2 — The list exists, but current activity is not verified","3 — Some funders are current, but the priority list still includes weak or stale targets",4 — Most priority funders are current and checked against recent activity,"5 — The priority list is current, verified, and focused on funders active now",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Funder intelligence & timing; B2 Funding Intelligence & System Discipline; Opportunity; Proposal Planning,Framework gap-fill — missing dimension item added
R02.09,90,G90,R02,Funder intelligence & timing,D04,Funder timing and access gates,B2 - Funding Intelligence & System Discipline,,We know which funders need early contact before a formal application is submitted.,Pre-application route intelligence,Checks whether the team understands hidden pre-application gates.,1 — We usually discover early-contact expectations too late,2 — Early-contact needs are guessed or handled by chance,3 — Some funders are checked for early-contact requirements,4 — Most priority funders are checked for early-contact expectations,5 — Early-contact rules are mapped and acted on before writing begins,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Funder intelligence & timing; B2 Funding Intelligence & System Discipline; Opportunity; Proposal Planning,Framework gap-fill — missing dimension item added
R03.05,91,G91,R03,Fundraising systems & go/no-go,D05,Pipeline tracking and ownership,B2 - Funding Intelligence & System Discipline,,"Every active funding opportunity has one named owner, next action, due date, and current status.",Opportunity owner and next-action clarity,"Checks whether the pipeline is operational, not only a list of possible funders.","1 — Opportunities are not tracked with owners, actions and dates",2 — Tracking exists informally or in scattered notes,"3 — Some opportunities have owners and due dates, but the system is incomplete","4 — Most opportunities have a clear owner, action, due date and status","5 — Every active opportunity is tracked live with owner, action, due date and status",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Fundraising systems & go/no-go; B2 Funding Intelligence & System Discipline; Opportunity; Application Submitted,Framework gap-fill — missing dimension item added
R03.06,92,G92,R03,Fundraising systems & go/no-go,D06,Go/no-go discipline and repair loop,B2 - Funding Intelligence & System Discipline,,We use a clear go/no-go check before starting a proposal.,Rejection feedback and learning review,Checks whether proposal effort is protected from poor-fit opportunities.,1 — We usually start writing before a go/no-go check,2 — Go/no-go decisions are informal and inconsistent,"3 — A check exists, but it is not always used before writing",4 — A go/no-go check is used for most priority opportunities,"5 — No proposal starts before fit, route, evidence, documents and capacity are checked",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Fundraising systems & go/no-go; B2 Funding Intelligence & System Discipline; Opportunity; Application Submitted,Framework gap-fill — missing dimension item added
R03.07,93,G93,R03,Fundraising systems & go/no-go,D06,Go/no-go discipline and repair loop,B2 - Funding Intelligence & System Discipline,,"We stop or delay applications when fit, route, evidence, timing, or capacity is too weak.",Pipeline record quality and version control,Checks whether the team can protect time by saying no to weak opportunities.,1 — We continue with weak applications even when major concerns are visible,2 — We delay or stop only when the problem becomes urgent,"3 — We sometimes pause weak applications, but the rule is not consistent","4 — We usually pause, reroute or repair when major concerns appear","5 — Stop, repair, verify or use-now rules are consistently applied before writing",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Fundraising systems & go/no-go; B2 Funding Intelligence & System Discipline; Opportunity; Application Submitted,Framework gap-fill — missing dimension item added
R03.08,94,G94,R03,Fundraising systems & go/no-go,D05,Pipeline tracking and ownership,B2 - Funding Intelligence & System Discipline,,"We record why each application was submitted, paused, rejected, shortlisted, or awarded.",Post-submission follow-up system,"Checks whether the pipeline becomes organisational learning, not only activity tracking.",1 — Decisions and outcomes are not recorded in a way the team can learn from,"2 — Some decisions are remembered, but reasons are not captured consistently","3 — Outcomes are recorded, but the reasons and learning are incomplete",4 — Most decisions and outcomes include reasons and learning notes,5 — Every funding decision and outcome is captured and used to improve future choices,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Fundraising systems & go/no-go; B2 Funding Intelligence & System Discipline; Opportunity; Application Submitted,Framework gap-fill — missing dimension item added
R03.09,95,G95,R03,Fundraising systems & go/no-go,D06,Go/no-go discipline and repair loop,B2 - Funding Intelligence & System Discipline,,"We have a pre-submission checklist that confirms fit, route, documents, budget, proof, safety, and reviewer readiness.",Ethical screening and mission-drift control,Checks whether applications are quality-controlled before submission.,1 — Applications are submitted without a consistent pre-submission check,2 — Checks happen informally or too late,"3 — Some checks happen, but important areas are still missed",4 — A pre-submission checklist is mostly used with minor gaps,"5 — No application is submitted without a completed fit, route, document, budget, proof and safety check",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),Fundraising systems & go/no-go; B2 Funding Intelligence & System Discipline; Opportunity; Application Submitted,Framework gap-fill — missing dimension item added
R04.09,96,G96,R04,Funder fit & work design,D07,Mandate and eligibility fit,"B3 - Fit, Competitiveness & Access",,"We test whether the proposed activities match what this funder is willing to pay for, not only what they say they value.",Time horizon and implementation fit,Checks whether value fit is translated into fundable work design.,1 — Activity fit is assumed from values alignment,"2 — Activity fit is checked generally, but not against funded examples or guidelines","3 — Some activities fit, but unfunded components remain unclear",4 — Most activities are matched to what the funder actually pays for,5 — Activities are designed around verified funder appetite without distorting the mission,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Funder fit & work design; B3 Fit, Competitiveness & Access; Eligibility; Proposal Review",Framework gap-fill — missing dimension item added
R04.10,97,G97,R04,Funder fit & work design,D08,Work design and grant-size fit,"B3 - Fit, Competitiveness & Access",,"We right-size the ask so the amount, period, outputs and team capacity make sense together.",Mission-distortion risk check,Checks whether the grant design feels feasible to a funder.,"1 — Amount, period, outputs and capacity are not tested together",2 — The ask is based mostly on need rather than funder and delivery fit,"3 — The ask is partly right-sized, but feasibility concerns remain","4 — The ask is mostly realistic for the team, period and funder","5 — Amount, period, outputs, team capacity and funder expectations are clearly right-sized",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Funder fit & work design; B3 Fit, Competitiveness & Access; Eligibility; Proposal Review",Framework gap-fill — missing dimension item added
R04.11,98,G98,R04,Funder fit & work design,D08,Work design and grant-size fit,"B3 - Fit, Competitiveness & Access",,We can adapt the work design for different funder types without changing the integrity of the work.,Partnership or co-funding fit,Checks whether adaptation is strategic rather than mission drift.,1 — We either do not adapt or we adapt in ways that could distort the work,"2 — Adaptation is possible, but not guided by clear boundaries","3 — Some funder-specific adaptation is safe, but boundaries need strengthening",4 — Work design can mostly be adapted while protecting integrity,5 — The team has clear adaptation boundaries and can tailor the ask safely by funder type,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Funder fit & work design; B3 Fit, Competitiveness & Access; Eligibility; Proposal Review",Framework gap-fill — missing dimension item added
R05.04,99,G99,R05,"Competitive positioning, appeal & ROI",D09,Competitive positioning,"B3 - Fit, Competitiveness & Access",,"We can show why our approach is stronger, more trusted, more cost-effective, or better positioned than similar applicants.",Urgency and why-now argument,"Checks whether the organisation has a funder-facing value case, not only a cause case.",1 — We cannot yet explain our edge against similar applicants,2 — Our edge is mostly implied or identity-based,"3 — We can explain some strengths, but the value case is not sharp enough",4 — Our distinctive value is mostly clear and usable in applications,"5 — Our distinctive value, proof, trust position and funder benefit are clearly evidenced",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Competitive positioning, appeal & ROI; B3 Fit, Competitiveness & Access; Proposal Review",Framework gap-fill — missing dimension item added
R05.05,100,G100,R05,"Competitive positioning, appeal & ROI",D09,Competitive positioning,"B3 - Fit, Competitiveness & Access",,"We can describe the return on investment funders receive in learning, reach, legitimacy, risk reduction, or strategic influence.",Competitive landscape awareness,Checks whether ROI is framed in ways that fit social justice and grassroots work.,1 — The funder value or return is not described clearly,"2 — Value is described broadly, without proof or funder relevance","3 — Some funder value is visible, but it is not tailored to funder priorities",4 — Funder value is mostly clear and linked to evidence,"5 — Funder return is clear, ethical, evidenced and tailored to the funder type",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Competitive positioning, appeal & ROI; B3 Fit, Competitiveness & Access; Proposal Review",Framework gap-fill — missing dimension item added
R05.06,101,G101,R05,"Competitive positioning, appeal & ROI",D10,Value case and ROI,"B3 - Fit, Competitiveness & Access",,We know which proof points make our work more credible than a generic proposal in the same field.,Funder benefit and portfolio value,"Checks whether proof is selected competitively, not just collected.",1 — Proof points are not selected strategically for competitiveness,"2 — Proof exists, but the strongest proof points are not identified","3 — Some strong proof points are known, but they are not consistently used",4 — Most applications use proof points that strengthen credibility,5 — The strongest proof points are selected and tailored for each priority funder,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Competitive positioning, appeal & ROI; B3 Fit, Competitiveness & Access; Proposal Review",Framework gap-fill — missing dimension item added
R05.07,102,G102,R05,"Competitive positioning, appeal & ROI",D10,Value case and ROI,"B3 - Fit, Competitiveness & Access",,We can show why funding us now matters in this specific moment.,Pitch clarity,Checks whether the proposal has urgency and timing value.,1 — The reason to fund us now is not clear,"2 — Urgency is described generally or emotionally, without strategic timing","3 — Some timing logic exists, but it needs clearer evidence or funder relevance",4 — The why-now case is mostly clear and useful,"5 — The why-now case is specific, evidenced and linked to funder timing or context",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Competitive positioning, appeal & ROI; B3 Fit, Competitiveness & Access; Proposal Review",Framework gap-fill — missing dimension item added
R05.08,103,G103,R05,"Competitive positioning, appeal & ROI",D09,Competitive positioning,"B3 - Fit, Competitiveness & Access",,We can name the strongest alternatives a funder might compare us against and explain our distinct contribution.,"Brand, activity and ask coherence",Checks whether the organisation understands competitive density and its own place in the ecosystem.,1 — We do not know who or what funders may compare us against,2 — Comparisons are guessed and not linked to positioning,"3 — We know some comparable organisations or routes, but our distinct contribution is not clear enough",4 — We mostly understand the comparison set and can explain our contribution,5 — We understand the comparison set and clearly show our distinctive role without undermining peers,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Competitive positioning, appeal & ROI; B3 Fit, Competitiveness & Access; Proposal Review",Framework gap-fill — missing dimension item added
R06.07,104,G104,R06,Network position & access routes,D11,Access routes,"B3 - Fit, Competitiveness & Access",,"For each priority funder, we know whether the best route is open call, invitation, warm referral, intermediary, re-granter, fiscal host, or consortium.",Regional re-granter pathways,Checks whether access strategy is specific to the funder route.,1 — Route choice is mostly unknown or assumed,"2 — We know some route types, but not the best route by priority funder","3 — Some priority funders have a route mapped, but the map is incomplete",4 — Most priority funders have a clear route with minor gaps,5 — Every priority funder has a verified route and next access move,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Network position & access routes; B3 Fit, Competitiveness & Access; Opportunity; Conversation",Framework gap-fill — missing dimension item added
R06.08,105,G105,R06,Network position & access routes,D12,Referrals and intermediaries,"B3 - Fit, Competitiveness & Access",,"We have at least one trusted person, partner, reference, or intermediary who can help us reach priority funders safely.",Safe route architecture,Checks whether access has a credible human route.,1 — No trusted access route is visible for priority funders,"2 — Possible access people are known, but not engaged or verified","3 — Some access people exist, but routes are not dependable",4 — Most priority funders have a possible trusted access route,"5 — Trusted access routes are verified, appropriate and ready to use where needed",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Network position & access routes; B3 Fit, Competitiveness & Access; Opportunity; Conversation",Framework gap-fill — missing dimension item added
R06.09,106,G106,R06,Network position & access routes,D12,Referrals and intermediaries,"B3 - Fit, Competitiveness & Access",,"We know which routes should be avoided because they are cold, unsafe, too competitive, or mismatched to our current readiness.",Post-submission route follow-up,Checks whether the route strategy includes avoid-for-now rules.,1 — We do not identify routes to avoid before applying,2 — Avoid-for-now decisions are informal or made too late,"3 — Some weak routes are recognised, but the rule is not consistent",4 — Weak or unsafe routes are mostly identified before effort is spent,"5 — Use-now, repair-toward, delay and avoid routes are clearly set before application effort begins",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Network position & access routes; B3 Fit, Competitiveness & Access; Opportunity; Conversation",Framework gap-fill — missing dimension item added
R07.07,107,G107,R07,"Relationship, leadership & visibility",D13,Relationship management,"B3 - Fit, Competitiveness & Access",,"We send credible updates to funders, partners, allies, or references before we need to ask for money.",Renewal conversation discipline,Checks whether relationship trust is built before proposal moments.,1 — We usually contact people only when we need funding,2 — Updates are occasional and not linked to priority relationships,"3 — Some updates happen, but not consistently or strategically",4 — Priority relationships mostly receive credible updates before asks,"5 — Updates, learning and proof are shared consistently before funding asks",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Relationship, leadership & visibility; B3 Fit, Competitiveness & Access; Conversation; Award/Renewal",Framework gap-fill — missing dimension item added
R07.08,108,G108,R07,"Relationship, leadership & visibility",D14,Leadership visibility,"B3 - Fit, Competitiveness & Access",,Our leadership visibility is strong enough for funders to know who carries the work and why they can trust them.,Public/private communication rhythm,Checks whether leadership signal supports confidence without requiring unsafe exposure.,1 — Leadership is not visible or safely verifiable to funders,"2 — Leadership is visible informally, but trust signals are weak or unsafe","3 — Some leadership signal exists, but it needs clearer proof or safer framing",4 — Leadership visibility is mostly credible and safely usable,"5 — Leadership is credible, safely visible and strengthens funder confidence",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Relationship, leadership & visibility; B3 Fit, Competitiveness & Access; Conversation; Award/Renewal",Framework gap-fill — missing dimension item added
R08.06,109,G109,R08,Application quality & storytelling,D16,Proposal coherence and budget/story alignment,"B4 - Proposal, Proof, Trust & Ethics",,"Before submission, someone reviews whether the proposal, budget, workplan, evidence and risk notes tell the same story.",Reviewer readability and structure,Checks whether application quality control catches incoherence before funders do.,1 — No one checks the full package for coherence before submission,2 — Review happens informally or only for writing quality,"3 — Some package review happens, but budget/evidence/risk gaps remain","4 — Most submissions are reviewed for narrative, budget, workplan and evidence coherence",5 — Every priority submission is reviewed for full-package coherence before it is sent,N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Application quality & storytelling; B4 Proposal, Proof, Trust & Ethics; Application Submitted; Proposal Review",Framework gap-fill — missing dimension item added
R09.08,110,G110,R09,"Coherence, evidence & social proof",D17,Evidence readiness,"B4 - Proposal, Proof, Trust & Ethics",,We can produce a short evidence pack that proves the work happened without overwhelming the funder.,Evidence integrity and consent posture,"Checks whether evidence is packaged for review, not just stored internally.",1 — Evidence is scattered or too difficult to use in proposals,"2 — Evidence exists, but it is not packaged for funder review","3 — Some evidence can be shared, but the pack is incomplete or heavy",4 — A clear evidence pack is mostly ready with minor updates,"5 — A concise, credible evidence pack is ready and matched to funder needs",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Coherence, evidence & social proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R09.09,111,G111,R09,"Coherence, evidence & social proof",D18,Social proof and references,"B4 - Proposal, Proof, Trust & Ethics",,"We can provide references or social proof that confirm our reliability, delivery and community legitimacy.",Proof pack navigation and retrieval,Checks whether proof comes from credible external voices as well as internal claims.,1 — We do not have credible references or social proof ready,"2 — Possible references exist, but they are not verified or prepared","3 — Some references or proof are available, but not matched to funder needs",4 — Most priority applications can be supported by credible references or social proof,"5 — References, endorsements or social proof are verified, safe and ready for funder use",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Coherence, evidence & social proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R10.05,112,G112,R10,Safeguarding & protected proof,D19,Safeguarding and ethics,"B4 - Proposal, Proof, Trust & Ethics",,"We know which stories, photos, names, locations, or case details should never be shared publicly.",Survivor or community safety checks,"Checks whether protected proof is treated as an ethical strength, not a gap.",1 — Sensitive evidence is not clearly protected before proposal use,2 — Protection relies on individual judgement rather than a shared rule,"3 — Some evidence is protected, but the rule is incomplete or inconsistent",4 — Most sensitive evidence is protected with minor gaps,"5 — Protected evidence rules are clear, consent-based and used before anything is shared",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Safeguarding & protected proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R10.06,113,G113,R10,Safeguarding & protected proof,D20,Protected evidence protocol,"B4 - Proposal, Proof, Trust & Ethics",,"We can use anonymised, aggregated, redacted, or verbal evidence where full public proof would create harm.",Confidentiality and access controls,Checks whether funder proof can be routed safely.,1 — We do not have safe alternatives when full proof cannot be shared,2 — Safe alternatives are improvised case by case,"3 — Some alternatives exist, but funder-ready formats need work",4 — Safe proof alternatives are mostly ready and usable,"5 — Anonymised, aggregated, redacted and verbal proof routes are ready and matched to funder needs",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Safeguarding & protected proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R10.07,114,G114,R10,Safeguarding & protected proof,D19,Safeguarding and ethics,"B4 - Proposal, Proof, Trust & Ethics",,"We can show that safeguarding, consent, complaints and duty-of-care practices are used, not just written.",Safe story bank rules,Checks whether ethics evidence survives due diligence.,1 — Ethics and safeguarding practices are not evidenced,"2 — Policies or practices exist, but use is not documented","3 — Some practice evidence exists, but it is incomplete or not funder-ready",4 — Ethics and safeguarding practice evidence is mostly current and usable,"5 — Practice evidence is current, safe, approved and ready for due diligence",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Safeguarding & protected proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R10.08,115,G115,R10,Safeguarding & protected proof,D20,Protected evidence protocol,"B4 - Proposal, Proof, Trust & Ethics",,We know which funders are safe enough to receive sensitive evidence and which should only receive protected summaries.,Funder evidence boundary-setting,Checks whether evidence sharing is matched to funder trust and safety.,1 — We do not differentiate evidence-sharing by funder safety,2 — Evidence-sharing decisions are made informally or too late,"3 — Some funders are treated carefully, but the rule is not consistent",4 — Evidence-sharing is mostly matched to funder trust and safety,"5 — Evidence-sharing rules are clear by funder type, route and sensitivity level",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Safeguarding & protected proof; B4 Proposal, Proof, Trust & Ethics; Proposal Review; Due Diligence",Framework gap-fill — missing dimension item added
R11.19,116,G116,R11,"Due diligence, finance & risk",D21,Governance and controls,"B5 - Due Diligence, Operations & Financial Viability",,We can produce a due-diligence pack within 48 hours without exposing unsafe information.,Delivery tracking systems,Checks whether document readiness and protection can support funder verification.,1 — We could not produce a safe due-diligence pack within 48 hours,"2 — Some documents are available, but the pack would need urgent repair","3 — A basic pack is possible, but gaps or safety questions remain",4 — A due-diligence pack is mostly ready with minor updates,"5 — A safe, current due-diligence pack can be produced within 48 hours",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Due diligence, finance & risk; B5 Due Diligence, Operations & Financial Viability; Due Diligence; Budget / Contract",Framework gap-fill — missing dimension item added
R11.20,117,G117,R11,"Due diligence, finance & risk",D22,Finance and risk readiness,"B5 - Due Diligence, Operations & Financial Viability",,We can explain financial controls in plain language to a funder or due-diligence reviewer.,Data security and document control,Checks whether finance systems are not only present but understandable.,1 — We cannot clearly explain how money is controlled and recorded,2 — The explanation depends on one person or informal practice,"3 — We can explain parts of the system, but gaps remain",4 — Finance controls can mostly be explained clearly with minor gaps,"5 — Finance controls are clear, documented and easy to explain to reviewers",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Due diligence, finance & risk; B5 Due Diligence, Operations & Financial Viability; Due Diligence; Budget / Contract",Framework gap-fill — missing dimension item added
R11.21,118,G118,R11,"Due diligence, finance & risk",D22,Finance and risk readiness,"B5 - Due Diligence, Operations & Financial Viability",,"We know the largest financial, delivery, safeguarding, governance, or reputational risks a funder would test.",Contracting and terms review readiness,Checks whether risk is actively managed before due diligence.,1 — We do not know what a funder would see as the main risks,2 — Risks are known informally but not assessed against funder review,"3 — Some risks are identified, but mitigation is incomplete",4 — Most funder-facing risks are identified with mitigation plans,"5 — Funder-facing risks are identified, mitigated and ready to explain",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Due diligence, finance & risk; B5 Due Diligence, Operations & Financial Viability; Due Diligence; Budget / Contract",Framework gap-fill — missing dimension item added
R11.22,119,G119,R11,"Due diligence, finance & risk",D21,Governance and controls,"B5 - Due Diligence, Operations & Financial Viability",,"If a funder spot-checked transactions, approvals, reports or delivery records, the evidence would match the story told in the proposal.","Insurance, asset or equipment controls",Checks whether records and claims align under verification.,1 — Records would not reliably match proposal claims or reports,"2 — Records might match, but they are incomplete, scattered or hard to verify","3 — Some records match, but gaps would need explanation",4 — Records would mostly match with minor repairs,"5 — Records, approvals, reports and delivery evidence are aligned and ready for spot-checking",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Due diligence, finance & risk; B5 Due Diligence, Operations & Financial Viability; Due Diligence; Budget / Contract",Framework gap-fill — missing dimension item added
R12.04,120,G120,R12,Grant management & sustainability,D23,Grant management and renewal,"B6 - Post-Award, Renewal & Adaptability",,"We track grant restrictions, spending, reporting deadlines, renewal moments and relationship follow-up in one place.",Sustain / grow / pause / end scenario planning,Checks whether grant management supports renewal and trust.,"1 — Grant restrictions, spending, deadlines and follow-up are not tracked together",2 — Tracking exists in scattered files or individual memory,"3 — Some grant management tracking exists, but important gaps remain",4 — Most grant management information is tracked together with minor gaps,"5 — Grant restrictions, spending, reporting, renewal and relationship follow-up are tracked live in one place",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Grant management & sustainability; B6 Post-Award, Renewal & Adaptability; Award / Renewal",Framework gap-fill — missing dimension item added
R12.05,121,G121,R12,Grant management & sustainability,D24,Sustainability and adaptive capacity,"B6 - Post-Award, Renewal & Adaptability",,"We have a realistic plan to reduce dependency on one funder, one route, one person, or one short grant cycle.",Key-person dependency and continuity planning,Checks whether sustainability risk is known and actively managed.,1 — Dependency risk is high and not actively managed,2 — Dependency risk is recognised but not yet translated into a plan,"3 — A plan exists, but it is incomplete or not being used consistently",4 — Dependency risk is mostly managed through a practical plan,"5 — Dependency on one funder, route, person or short cycle is actively reduced through a realistic plan",N/A — Not applicable / unsafe to answer,Single choice score (1–5 + N/A),"Grant management & sustainability; B6 Post-Award, Renewal & Adaptability; Award / Renewal",Framework gap-fill — missing dimension item added
